@relation autos-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0-weka.filters.unsupervised.instance.Randomize-S42

@attribute normalized-losses numeric
@attribute make {alfa-romero,audi,bmw,chevrolet,dodge,honda,isuzu,jaguar,mazda,mercedes-benz,mercury,mitsubishi,nissan,peugot,plymouth,porsche,renault,saab,subaru,toyota,volkswagen,volvo}
@attribute fuel-type {diesel,gas}
@attribute aspiration {std,turbo}
@attribute num-of-doors {four,two}
@attribute body-style {hardtop,wagon,sedan,hatchback,convertible}
@attribute drive-wheels {4wd,fwd,rwd}
@attribute engine-location {front,rear}
@attribute wheel-base numeric
@attribute length numeric
@attribute width numeric
@attribute height numeric
@attribute curb-weight numeric
@attribute engine-type {dohc,dohcv,l,ohc,ohcf,ohcv,rotor}
@attribute num-of-cylinders {eight,five,four,six,three,twelve,two}
@attribute engine-size numeric
@attribute fuel-system {1bbl,2bbl,4bbl,idi,mfi,mpfi,spdi,spfi}
@attribute bore numeric
@attribute stroke numeric
@attribute compression-ratio numeric
@attribute horsepower numeric
@attribute peak-rpm numeric
@attribute city-mpg numeric
@attribute highway-mpg numeric
@attribute price numeric
@attribute symboling {-3,-2,-1,0,1,2,3}

@data
0.00658,subaru,gas,turbo,four,wagon,4wd,front,0.007501,0.013438,0.005062,0.00425,0.20513,ohcf,four,0.00836,mpfi,0.00028,0.000204,0.000596,0.008592,0.371556,0.00178,0.00178,0.905204,0
0.015966,plymouth,gas,std,four,sedan,fwd,front,0.009715,0.017345,0.006615,0.005267,0.227158,ohc,four,0.01016,2bbl,0.000308,0.000335,0.000975,0.00705,0.570228,0.003214,0.00394,0.788884,1
0.00961,honda,gas,std,two,hatchback,fwd,front,0.008748,0.015185,0.005911,0.004832,0.207512,ohc,four,0.009972,1bbl,0.000286,0.000325,0.000816,0.007796,0.525807,0.002448,0.002992,0.824519,0
0.016399,nissan,gas,std,two,sedan,fwd,front,0.012107,0.021178,0.008174,0.006982,0.242013,ohc,four,0.012427,2bbl,0.000404,0.000422,0.001204,0.00884,0.666209,0.003972,0.00474,0.704516,1
0.012955,volkswagen,diesel,std,two,sedan,fwd,front,0.010332,0.018233,0.006955,0.005915,0.240097,ohc,four,0.010301,idi,0.00032,0.000361,0.002442,0.005522,0.509716,0.003929,0.004885,0.825633,2
?,isuzu,gas,std,two,sedan,fwd,front,?,?,?,?,?,ohc,four,?,2bbl,?,?,?,?,?,?,?,?,1
?,jaguar,gas,std,four,sedan,rwd,front,?,?,?,?,?,dohc,six,?,mpfi,?,?,?,?,?,?,?,?,0
0.010554,nissan,gas,std,four,wagon,fwd,front,0.009683,0.01744,0.006537,0.005482,0.208722,ohc,four,0.009939,2bbl,0.000323,0.000337,0.000963,0.00707,0.532821,0.003176,0.003791,0.819622,1
0.01892,mitsubishi,gas,std,two,hatchback,fwd,front,0.011011,0.018485,0.007568,0.00597,0.228446,ohc,four,0.010811,2bbl,0.000349,0.00038,0.001105,0.007991,0.646323,0.003643,0.004466,0.72729,2
?,audi,gas,std,four,wagon,fwd,front,?,?,?,?,?,ohc,five,?,mpfi,?,?,?,?,?,?,?,?,1
?,mazda,gas,std,two,hatchback,rwd,front,?,?,?,?,?,rotor,two,?,4bbl,?,?,?,?,?,?,?,?,3
0.003722,volvo,gas,turbo,four,wagon,rwd,front,0.005247,0.009497,0.00338,0.002892,0.158809,ohc,four,0.006539,mpfi,0.000182,0.000158,0.000377,0.008149,0.256549,0.000855,0.001107,0.953257,-1
0.011524,toyota,gas,std,two,hatchback,rwd,front,0.00602,0.010735,0.00396,0.003042,0.176432,dohc,six,0.010003,mpfi,0.000191,0.000196,0.000544,0.009418,0.304193,0.001111,0.001404,0.935862,3
0.017319,plymouth,gas,std,four,sedan,fwd,front,0.010537,0.018814,0.007175,0.005713,0.223679,ohc,four,0.010121,2bbl,0.000334,0.000363,0.001057,0.007647,0.618519,0.003486,0.004273,0.752569,1
0.009792,volkswagen,diesel,std,four,sedan,fwd,front,0.010136,0.017886,0.006823,0.005802,0.235837,ohc,four,0.010104,idi,0.000314,0.000354,0.002396,0.005417,0.500008,0.003854,0.004792,0.832826,2
0.007223,toyota,gas,std,two,convertible,rwd,front,0.005304,0.009497,0.003536,0.002857,0.160358,ohc,four,0.00787,mpfi,0.000195,0.000189,0.000501,0.006253,0.258729,0.001294,0.001617,0.952391,2
0.00866,bmw,gas,std,four,sedan,rwd,front,0.004662,0.008144,0.002985,0.002501,0.12737,ohc,six,0.007555,mpfi,0.000152,0.000147,0.000415,0.005574,0.195777,0.000967,0.00129,0.972203,0
?,bmw,gas,std,four,sedan,rwd,front,?,?,?,?,?,ohc,six,?,mpfi,?,?,?,?,?,?,?,?,0
?,mitsubishi,gas,turbo,two,hatchback,fwd,front,?,?,?,?,?,ohc,four,?,spdi,?,?,?,?,?,?,?,?,3
0.010545,honda,gas,std,two,hatchback,fwd,front,0.0096,0.016663,0.006486,0.005302,0.222438,ohc,four,0.010943,1bbl,0.000313,0.000356,0.000895,0.008555,0.576985,0.002686,0.003283,0.785396,0
0.007823,saab,gas,turbo,two,hatchback,fwd,front,0.005168,0.009732,0.003468,0.002926,0.146442,dohc,four,0.00631,mpfi,0.000185,0.00016,0.000469,0.008344,0.286835,0.000991,0.001356,0.946554,3
0.010468,toyota,gas,std,four,sedan,fwd,front,0.011008,0.019129,0.007408,0.006097,0.239377,ohc,four,0.011273,2bbl,0.000367,0.000349,0.001035,0.008052,0.552143,0.003451,0.004256,0.798076,0
0.01478,nissan,gas,std,two,sedan,fwd,front,0.010912,0.019087,0.007367,0.006293,0.221465,ohc,four,0.0112,2bbl,0.000364,0.00038,0.001085,0.007967,0.600427,0.003579,0.004272,0.767739,1
?,peugot,diesel,turbo,four,wagon,rwd,front,?,?,?,?,?,l,four,?,idi,?,?,?,?,?,?,?,?,0
0.009989,nissan,gas,std,four,hatchback,fwd,front,0.00916,0.01634,0.006144,0.005155,0.219002,ohc,four,0.011308,2bbl,0.000314,0.000327,0.000801,0.009141,0.490023,0.002544,0.003204,0.84331,0
?,alfa-romero,gas,std,two,convertible,rwd,front,?,?,?,?,?,dohc,four,?,mpfi,?,?,?,?,?,?,?,?,3
0.006398,audi,gas,turbo,four,sedan,fwd,front,0.004284,0.007803,0.002891,0.002263,0.124958,ohc,five,0.005304,mpfi,0.000127,0.000138,0.000336,0.005669,0.222705,0.000688,0.00081,0.966743,1
0.008716,bmw,gas,std,two,sedan,rwd,front,0.004692,0.008196,0.003004,0.002517,0.125636,ohc,six,0.007603,mpfi,0.000153,0.000148,0.000417,0.00561,0.197031,0.000974,0.001298,0.972174,0
?,volkswagen,gas,std,four,wagon,fwd,front,?,?,?,?,?,ohc,four,?,mpfi,?,?,?,?,?,?,?,?,0
0.005449,toyota,gas,std,four,sedan,fwd,front,0.008584,0.01472,0.005574,0.004602,0.202356,ohc,four,0.010227,mpfi,0.000277,0.000297,0.000729,0.007712,0.35207,0.002263,0.002682,0.913537,-1
0.015415,dodge,gas,std,four,sedan,fwd,front,0.009759,0.016384,0.006645,0.00527,0.207165,ohc,four,0.009374,2bbl,0.000309,0.000336,0.000979,0.007083,0.572854,0.003229,0.003958,0.792517,1
0.010215,toyota,gas,std,four,hatchback,fwd,front,0.010742,0.018667,0.007229,0.005927,0.23673,ohc,four,0.011,2bbl,0.000358,0.00034,0.00101,0.007857,0.538789,0.003367,0.004153,0.807959,0
0.006013,volvo,gas,std,four,sedan,rwd,front,0.006089,0.011022,0.003923,0.003281,0.171349,ohc,four,0.008232,mpfi,0.000221,0.000184,0.000555,0.006655,0.31526,0.001401,0.001635,0.933227,-2
0.01064,nissan,gas,std,two,hatchback,rwd,front,0.005008,0.009362,0.003724,0.002726,0.168437,ohcv,six,0.009927,mpfi,0.000188,0.000179,0.000494,0.008776,0.285207,0.001042,0.001371,0.943324,3
0.013335,toyota,gas,std,two,hardtop,rwd,front,0.009792,0.017534,0.006528,0.005175,0.252765,ohc,four,0.014529,mpfi,0.00036,0.000348,0.000925,0.011544,0.477667,0.002388,0.002985,0.840793,2
?,mazda,diesel,std,?,sedan,fwd,front,?,?,?,?,?,ohc,four,?,idi,?,?,?,?,?,?,?,?,0
?,mitsubishi,gas,turbo,two,hatchback,fwd,front,?,?,?,?,?,ohc,four,?,spdi,?,?,?,?,?,?,?,?,3
0.016644,dodge,gas,std,four,sedan,fwd,front,0.010538,0.01769,0.007175,0.005691,0.223686,ohc,four,0.010122,2bbl,0.000334,0.000363,0.001057,0.007647,0.618539,0.003486,0.004274,0.752593,1
0.00896,honda,gas,std,two,sedan,fwd,front,0.008081,0.01416,0.005527,0.004271,0.192014,ohc,four,0.009211,2bbl,0.000264,0.0003,0.000762,0.008374,0.460566,0.002093,0.002596,0.866284,1
0.011778,toyota,gas,std,two,hatchback,rwd,front,0.008649,0.015488,0.005766,0.004571,0.22423,ohc,four,0.012833,mpfi,0.000318,0.000308,0.000817,0.010196,0.421914,0.00211,0.002637,0.878021,2
0.004049,volvo,gas,turbo,four,sedan,rwd,front,0.00465,0.008047,0.002937,0.002365,0.130502,ohc,four,0.006009,mpfi,0.000161,0.000134,0.000405,0.004859,0.230147,0.00081,0.001065,0.964273,-1
0.013165,mazda,gas,std,four,sedan,fwd,front,0.010846,0.019432,0.007479,0.006303,0.226596,ohc,four,0.010602,2bbl,0.000353,0.000367,0.001049,0.007922,0.582508,0.003612,0.004427,0.779978,1
0.005007,volvo,gas,std,four,wagon,rwd,front,0.007057,0.012775,0.004547,0.003891,0.20529,ohc,four,0.009541,mpfi,0.000256,0.000213,0.000643,0.007714,0.365381,0.001556,0.001895,0.907701,-1
0.01716,toyota,gas,std,two,hatchback,rwd,front,0.009652,0.017231,0.006537,0.005373,0.225119,ohc,four,0.01001,2bbl,0.000326,0.000309,0.000919,0.00715,0.490278,0.002962,0.003473,0.841439,1
0.009708,toyota,diesel,std,four,sedan,fwd,front,0.010209,0.01774,0.00687,0.005654,0.242689,ohc,four,0.011734,idi,0.000349,0.000357,0.0024,0.005974,0.480045,0.003627,0.00384,0.842532,0
?,bmw,gas,std,two,sedan,rwd,front,?,?,?,?,?,ohc,six,?,mpfi,?,?,?,?,?,?,?,?,0
0.00865,nissan,gas,std,four,sedan,fwd,front,0.006785,0.012279,0.004494,0.003724,0.209157,ohcv,six,0.012232,mpfi,0.000232,0.000221,0.000608,0.010272,0.351411,0.001149,0.001487,0.912249,0
?,mazda,gas,std,two,hatchback,rwd,front,?,?,?,?,?,rotor,two,?,4bbl,?,?,?,?,?,?,?,?,3
0.012142,peugot,gas,std,four,sedan,rwd,front,0.008137,0.01408,0.005158,0.004276,0.227747,l,four,0.00905,mpfi,0.000261,0.000241,0.000633,0.007315,0.377065,0.001433,0.00181,0.897416,0
0.003555,mercedes-benz,diesel,turbo,four,sedan,rwd,front,0.004205,0.007298,0.002687,0.00216,0.13437,ohc,five,0.006996,idi,0.000137,0.000139,0.000822,0.004702,0.16629,0.000841,0.000956,0.976792,-1
?,peugot,gas,std,four,wagon,rwd,front,?,?,?,?,?,l,four,?,mpfi,?,?,?,?,?,?,?,?,0
?,bmw,gas,std,four,sedan,rwd,front,?,?,?,?,?,ohc,six,?,mpfi,?,?,?,?,?,?,?,?,1
0.009093,peugot,diesel,turbo,four,sedan,rwd,front,0.006094,0.010544,0.003863,0.003202,0.183661,l,four,0.008584,idi,0.000209,0.000199,0.001186,0.005365,0.234376,0.001581,0.001864,0.954448,0
0.009217,toyota,gas,std,four,hatchback,fwd,front,0.009694,0.016845,0.006523,0.005348,0.214939,ohc,four,0.009926,2bbl,0.000323,0.000307,0.000912,0.00709,0.486196,0.002836,0.003444,0.846588,0
?,isuzu,gas,std,four,sedan,rwd,front,?,?,?,?,?,ohc,four,?,2bbl,?,?,?,?,?,?,?,?,0
0.006895,nissan,gas,std,four,wagon,fwd,front,0.00641,0.011785,0.004245,0.003582,0.210421,ohcv,six,0.011555,mpfi,0.000219,0.000209,0.000575,0.009704,0.331975,0.001085,0.001405,0.919253,0
?,mercury,gas,turbo,two,hatchback,rwd,front,?,?,?,?,?,ohc,four,?,mpfi,?,?,?,?,?,?,?,?,1
0.012019,mazda,gas,std,two,hatchback,fwd,front,0.01076,0.018387,0.00742,0.006252,0.220164,ohc,four,0.010517,2bbl,0.00035,0.000364,0.00104,0.007859,0.577858,0.003583,0.004392,0.785309,1
?,volkswagen,diesel,turbo,four,sedan,fwd,front,?,?,?,?,?,ohc,four,?,idi,?,?,?,?,?,?,?,?,0
0.012443,volkswagen,gas,std,two,sedan,fwd,front,0.009924,0.017513,0.006681,0.005681,0.225308,ohc,four,0.011118,mpfi,0.000325,0.000347,0.000918,0.00867,0.535477,0.002754,0.003468,0.813415,2
0.005349,toyota,gas,std,four,sedan,rwd,front,0.00621,0.011161,0.003952,0.003215,0.186074,dohc,six,0.010162,mpfi,0.000194,0.000199,0.000547,0.009271,0.309034,0.001189,0.001426,0.93245,-1
?,renault,gas,std,two,hatchback,fwd,front,?,?,?,?,?,ohc,four,?,mpfi,?,?,?,?,?,?,?,?,2
?,volkswagen,gas,std,two,convertible,fwd,front,?,?,?,?,?,ohc,four,?,mpfi,?,?,?,?,?,?,?,?,3
0.005299,saab,gas,turbo,four,sedan,fwd,front,0.00505,0.009508,0.003388,0.002859,0.145066,dohc,four,0.006165,mpfi,0.00018,0.000156,0.000459,0.008153,0.280246,0.000968,0.001325,0.948761,2
0.00842,audi,gas,std,four,sedan,fwd,front,0.005638,0.01027,0.003805,0.002968,0.151565,ohc,five,0.007248,mpfi,0.00017,0.000181,0.000453,0.005862,0.293111,0.001013,0.001332,0.943818,1
0.003238,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,0.003715,0.006527,0.002447,0.001911,0.12167,ohc,five,0.006371,idi,0.000125,0.000127,0.000748,0.004282,0.151435,0.000766,0.00087,0.98088,0
?,mercedes-benz,gas,std,four,sedan,rwd,front,?,?,?,?,?,ohcv,eight,?,mpfi,?,?,?,?,?,?,?,?,0
0.008857,audi,gas,std,four,sedan,4wd,front,0.005368,0.009538,0.003586,0.002933,0.152518,ohc,five,0.007345,mpfi,0.000172,0.000184,0.000432,0.006211,0.297043,0.000972,0.001188,0.942438,2
0.010467,toyota,gas,std,two,hatchback,rwd,front,0.007686,0.013764,0.005124,0.004062,0.212001,ohc,four,0.011405,mpfi,0.000283,0.000273,0.000726,0.009061,0.374946,0.001875,0.002343,0.902136,2
0.007051,honda,gas,std,four,sedan,fwd,front,0.008005,0.01455,0.005184,0.004488,0.196761,ohc,four,0.009125,1bbl,0.000261,0.000297,0.000747,0.007134,0.481118,0.00224,0.002737,0.853985,0
0.008604,peugot,diesel,turbo,four,sedan,rwd,front,0.005767,0.009978,0.003656,0.00303,0.173798,l,four,0.008123,idi,0.000198,0.000188,0.001122,0.005077,0.22179,0.001496,0.001764,0.95931,0
0.004749,volvo,gas,turbo,four,sedan,rwd,front,0.005454,0.009438,0.003439,0.002774,0.15241,ohc,four,0.007048,mpfi,0.000189,0.000157,0.000435,0.007998,0.264931,0.00095,0.00125,0.952001,-1
0.005476,toyota,diesel,turbo,four,sedan,fwd,front,0.008626,0.014792,0.005602,0.004625,0.208913,ohc,four,0.009266,idi,0.000275,0.000282,0.001895,0.006149,0.379075,0.002527,0.00278,0.901188,-1
0.008823,toyota,gas,std,four,wagon,fwd,front,0.010966,0.019445,0.007288,0.006772,0.261253,ohc,four,0.010542,2bbl,0.000349,0.000347,0.001031,0.007104,0.550007,0.003552,0.00424,0.792698,0
?,renault,gas,std,four,wagon,fwd,front,?,?,?,?,?,ohc,four,?,mpfi,?,?,?,?,?,?,?,?,0
0.008134,porsche,gas,std,two,hatchback,rwd,front,0.004133,0.007386,0.002987,0.002195,0.121487,ohc,four,0.006604,mpfi,0.000172,0.000136,0.000415,0.006254,0.240525,0.000831,0.001181,0.962887,3
0.00967,subaru,gas,std,two,hatchback,fwd,front,0.010917,0.018397,0.00741,0.006257,0.247004,ohcf,four,0.012583,2bbl,0.000422,0.000308,0.001014,0.008505,0.51265,0.003029,0.003612,0.821754,2
?,peugot,gas,std,four,wagon,rwd,front,?,?,?,?,?,l,four,?,mpfi,?,?,?,?,?,?,?,?,0
0.009409,nissan,gas,turbo,two,hatchback,rwd,front,0.004428,0.008279,0.003293,0.002411,0.152246,ohcv,six,0.008779,mpfi,0.000166,0.000159,0.000378,0.0097,0.252207,0.000825,0.001116,0.95543,3
0.007302,nissan,gas,std,four,sedan,fwd,front,0.006788,0.012481,0.004496,0.003725,0.206895,ohcv,six,0.012238,mpfi,0.000232,0.000221,0.000609,0.010277,0.351587,0.001285,0.00169,0.912706,0
0.006165,mazda,gas,std,four,sedan,rwd,front,0.00548,0.009143,0.003453,0.002842,0.13949,ohc,four,0.007314,mpfi,0.000196,0.000165,0.000418,0.006269,0.261217,0.000993,0.001411,0.955008,0
