//@relation anneal-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0-weka.filters.unsupervised.attribute.Remove-R37

@attribute family {'?',GB,GK,GS,TN,ZA,ZF,ZH,ZM,ZS}
@attribute product-type {C,H,G}
@attribute steel {'?',R,A,U,K,M,S,W,V}
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling {'?',T}
@attribute condition {'?',S,A,X}
@attribute formability {'?',1,2,3,4,5}
@attribute strength numeric
@attribute non-ageing {'?',N}
@attribute surface-finish {'?',P,M}
@attribute surface-quality {'?',D,E,F,G}
@attribute enamelability {'?',1,2,3,4,5}
@attribute bc {'?',Y}
@attribute bf {'?',Y}
@attribute bt {'?',Y}
@attribute bw/me {'?',B,M}
@attribute bl {'?',Y}
@attribute m {'?',Y}
@attribute chrom {'?',C}
@attribute phos {'?',P}
@attribute cbond {'?',Y}
@attribute marvi {'?',Y}
@attribute exptl {'?',Y}
@attribute ferro {'?',Y}
@attribute corr {'?',Y}
@attribute blue/bright/varn/clean {'?',B,R,V,C}
@attribute lustre {'?',Y}
@attribute jurofm {'?',Y}
@attribute s {'?',Y}
@attribute p {'?',Y}
@attribute shape {COIL,SHEET}
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil {'?',Y,N}
@attribute packing {'?',1,2,3}
@attribute class {1,2,3,4,5,U}

@data
ZS,C,A,0,0,'?',S,5,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00164,0.999999,0,'?','?',3
'?',C,K,0.072035,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.000665,0.997402,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000328,0.030723,0.999528,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?',Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000285,0.144743,0.989469,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000122,0.124035,0.992278,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,1,0,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000122,0.124015,0.99228,'?','?',3
'?',C,W,0,0,'?','?','?',0.302695,'?','?',G,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001562,0.595626,0.744045,'?','?',3
'?',C,A,0,0.097887,T,'?','?',0,'?','?',G,'?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00457,0.995187,0,'?','?',3
ZS,C,R,0,0,'?','?','?',0.311551,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?',COIL,0.000831,0.950229,0,'?','?',1
'?',C,R,0,0,'?',S,3,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.013332,0.999911,0,'?','?',3
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',COIL,0.002,0.999998,0,'?','?',5
'?',C,A,0,0.030914,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001099,0.9068,0.420425,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000308,0.624945,0.780669,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000861,0.480761,0.876851,'?','?',5
'?',C,A,0,0.046054,'?',S,'?',0,'?','?',D,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000307,0.624282,0.779841,'?','?',3
'?',C,A,0,0.138031,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.005196,0.990414,0,'?','?',U
'?',C,R,0,0,'?','?','?',0.354227,'?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001134,0.935159,0,'?','?',3
'?',C,M,0,0,'?','?','?',0.49773,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002277,0.867329,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000459,0.866054,0.49995,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',F,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000142,0.144743,0.989469,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000079,0.261108,0.96531,N,'?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.001146,0.999999,0,'?','?',3
'?',C,A,0,0.069504,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000982,0.997581,0,Y,'?',U
'?',C,A,0,0.07357,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002616,0.997287,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000139,0.257416,0.966301,'?','?',3
'?',C,K,0.072035,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000887,0.997402,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000379,0.144743,0.989469,'?','?',3
'?',C,A,0,0.046054,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001637,0.624281,0.77984,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001212,0.999999,0,'?','?',3
'?',C,W,0,0,'?','?','?',0.236271,'?','?',G,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001905,0.971685,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.021705,0.999764,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.00016,0.297623,0.954683,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000139,0.242536,0.970142,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000061,0.124035,0.992278,Y,'?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000493,1,0,N,'?',3
'?',C,A,0,0.86189,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.01015,0.506994,0,'?','?',U
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002621,0.999997,0,'?','?',2
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000656,1,0,'?','?',3
ZS,C,A,0,0.037852,T,'?','?',0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000303,0.999283,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000974,0.522464,0.852661,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.001148,0.999999,0,'?',3,3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000061,0.124035,0.992278,Y,'?',3
'?',C,A,0,0.973353,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.011451,0.229024,0,'?','?',U
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000326,0.101925,0.994792,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',F,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000656,0.866054,0.49995,'?','?',3
'?',C,A,0,0.767728,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.03584,0.639773,0,'?','?',3
'?',C,A,0,0.008901,'?',S,'?',0,'?','?',D,'?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000138,0.261098,0.965271,'?','?',3
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',SHEET,0.000163,0.199225,0.979954,'?','?',5
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,'?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.00038,0.144743,0.989469,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000717,0.625445,0.780268,'?','?',3
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',COIL,0.00082,1,0,'?','?',5
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000633,0.261108,0.965309,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001217,0.928056,0.372439,'?','?',2
'?',C,K,0.072035,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001208,0.997401,0,'?','?',3
ZS,C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001003,0.480157,0.877182,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000411,0.894544,0.446979,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',COIL,0.015998,0.999872,0,'?','?',5
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000487,0.848154,0.529749,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.008312,0.999965,0,'?','?',3
ZS,C,R,0,0,'?',A,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000559,1,0,'?','?',3
'?',C,K,0.060997,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001109,0.998137,0,'?','?',3
'?',C,K,0.085621,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.004982,0.996315,0,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.000455,1,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001148,0.999999,0,'?','?',3
'?',C,'?',0,0.037852,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.000909,0.999283,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000465,0.862718,0.505685,'?','?',3
'?',C,A,0,0.081692,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.005228,0.996644,0,'?','?',3
ZS,C,A,0,0.039968,T,'?','?',0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00048,0.999201,0,'?','?',3
'?',C,A,0,0.097887,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.004568,0.995187,0,'?','?',3
'?',C,A,0,0,'?','?','?',0.354227,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001134,0.935159,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000615,0.624945,0.780669,'?','?',3
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',COIL,0.002623,0.999997,0,'?','?',5
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000285,0.144719,0.989473,'?','?',3
'?',C,K,0.101042,0,'?','?','?',0,'?','?','?','?','?','?',Y,M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002332,0.994879,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000122,0.124035,0.992278,'?','?',3
'?',C,W,0,0,'?','?','?',0.236271,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001905,0.971685,0,'?','?',3
'?',C,A,0,0.114005,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.004072,0.993472,0,'?','?',3
ZS,C,A,0,0.009925,T,'?','?',0,'?','?',E,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000119,0.248124,0.968677,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.00053,1,0,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.000493,1,0,'?','?',3
'?',C,A,0,0.948608,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.012632,0.316203,0,'?','?',3
'?',C,A,0,0.031281,'?',S,'?',0,'?','?',D,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000278,0.848052,0.52899,'?','?',3
'?',C,'?',0,0.081693,T,'?','?',0,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000982,0.996657,0,'?','?',3
'?',C,A,0,0.054901,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001098,0.905865,0.419992,Y,'?',U
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000717,0.624882,0.780719,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000634,0.257416,0.9663,'?','?',3
'?',C,A,0,0.029521,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000393,0.865961,0.49924,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.00082,0.624945,0.780669,'?','?',2
'?',C,S,0.114023,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.005212,0.993464,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000361,0.33848,0.940974,'?','?',2
'?',C,S,0.071531,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.002555,0.623342,0.778667,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001968,0.999997,0.00164,'?','?',5
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000325,0.124035,0.992278,'?','?',5
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000824,0.441458,0.897282,'?','?',3
'?',C,K,0.070139,0,'?','?','?',0,'?','?','?','?','?','?',Y,M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.003429,0.997531,0,'?','?',3
'?',C,K,0.060997,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.002551,0.998135,0,'?','?',3
'?',C,A,0.007576,0,'?','?','?',0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00091,0.999971,0,'?','?',U
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000138,0.261108,0.96531,N,'?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000633,0.261108,0.965309,'?','?',3
'?',C,K,0.060997,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00244,0.998135,0,'?','?',3
'?',C,'?',0,0,'?','?','?',0.101147,'?',P,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',B,'?','?','?','?',SHEET,0.000405,0.123379,0.987191,'?','?',2
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000142,0.124035,0.992278,Y,'?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000061,0.12103,0.992649,'?','?',3
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',COIL,0.0032,0.999995,0,'?','?',5
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002623,0.999997,0,'?','?',2
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000637,0.971071,0.238788,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000197,0.866054,0.49995,Y,'?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.0021,0.866053,0.499949,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',F,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000148,0.261108,0.965309,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000525,0.866054,0.49995,'?','?',2
'?',C,V,0,0,'?',S,2,0,'?','?','?',1,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000142,0.124035,0.992278,'?','?',3
'?',C,'?',0,0.029512,'?',S,'?',0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000459,0.865677,0.499732,'?','?',3
'?',C,A,0,0.768199,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.007682,0.640166,0,'?','?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.000492,1,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000716,0.624945,0.780669,N,'?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000958,0.836244,0.548357,'?','?',3
'?',C,R,0,0,'?',A,3,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000138,0.261108,0.96531,'?','?',3
'?',C,A,0,0.081693,T,'?','?',0,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000982,0.996657,0,'?','?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000377,0.6451,0.764098,Y,'?',3
'?',C,K,0.085621,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.003581,0.996321,0,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.00081,0.70589,0.708321,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000723,0.615443,0.788181,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000122,0.124035,0.992278,'?','?',3
ZS,C,A,0,0.009925,T,'?','?',0,'?','?',E,'?','?',Y,'?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000119,0.248124,0.968677,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.00132,0.686555,0.727077,'?','?',2
ZS,C,R,0,0,'?',A,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001146,0.999999,0,'?','?',3
'?',C,A,0,0.016896,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000239,0.242501,0.970004,'?','?',U
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000138,0.257416,0.966301,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000758,0.562933,0.826502,'?','?',3
'?',C,A,0,0.034071,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00053,0.999419,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.002624,0.866051,0.499948,'?','?',3
'?',C,V,0,0,'?',S,2,0,'?','?','?',1,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00053,1,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000197,0.866054,0.49995,Y,'?',3
'?',C,A,0,0,'?',S,3,0,N,'?',F,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000153,0.124035,0.992278,'?','?',3
ZS,C,A,0,0.034134,T,'?','?',0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.00041,0.853358,0.520207,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001146,0.999999,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000475,0.144743,0.989469,'?','?',2
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',COIL,0.002623,0.999997,0,'?','?',5
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000987,0.9259,0.377767,'?','?',2
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.053258,0.998581,0,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001311,0.999998,0.001639,'?','?',2
